id,status_group
40447,functional
68873,functional
23037,non functional
3853,non functional
34015,non functional
16859,non functional
26314,functional
40709,non functional
27518,functional
55721,non functional
54165,functional
53605,non functional
32805,functional
67041,non functional
14812,functional
55415,non functional
4806,functional
2623,functional
53397,non functional
45539,functional
45117,functional
11096,functional
52157,non functional
70112,non functional
13649,non functional
6039,functional
37890,functional
63896,functional
24995,non functional
73799,functional
31360,non functional
5256,functional
50618,non functional
30567,functional
15237,non functional
24344,functional
53572,non functional
60906,functional
36795,non functional
55349,functional
4548,non functional
14775,functional
23560,functional
38727,non functional
313,functional needs repair
472,non functional
40683,functional
11185,functional
68806,non functional
20069,functional
11131,functional
71391,non functional
56322,functional
35627,functional
58750,functional
28236,non functional
2703,functional
13616,functional
12228,functional needs repair
56996,functional
61566,functional
45556,functional
34065,functional
25745,functional
58514,functional
57768,functional needs repair
27981,non functional
53067,functional
40266,functional
4533,functional
27824,functional
269,functional
38770,functional
71585,non functional
19933,functional
50053,non functional
57859,functional
26875,non functional
55538,non functional
7793,functional
37200,functional
1633,functional needs repair
7282,functional
54872,functional
53952,functional
67904,functional
21671,functional
51101,non functional
17771,non functional
68207,non functional
14330,functional
27008,non functional
70490,functional needs repair
59334,functional
11332,functional
10469,functional
3117,non functional
51638,functional
42886,functional
10499,non functional
33342,non functional
33990,functional
6673,non functional
68832,functional
42646,functional
64162,functional needs repair
47881,non functional
24796,non functional
2627,functional
60985,functional
18659,non functional
65034,non functional
54422,functional
30639,functional
70792,non functional
41388,functional
64272,functional
66213,non functional
16218,non functional
4421,functional
2241,functional
29530,non functional
14207,non functional
1362,functional
69048,functional
36594,non functional
46546,functional needs repair
49625,non functional
46815,functional
28163,non functional
7197,non functional
50516,functional
4136,functional
16039,functional
64254,non functional
54955,functional
25211,functional
17869,functional
50530,non functional
26113,non functional
18907,functional
11450,non functional
41942,functional
51750,functional
3036,non functional
55029,non functional
42508,functional
15729,non functional
36151,functional
48982,non functional
13882,non functional
6155,non functional
44199,non functional
50434,functional
48407,non functional
24120,non functional
43651,functional
60670,functional needs repair
44672,functional needs repair
29555,functional
34808,functional
72306,non functional
46593,functional needs repair
64710,functional needs repair
19573,non functional
34571,functional
35347,non functional
48641,non functional
3199,non functional
11528,functional
6578,non functional
55055,functional
71778,functional
9390,functional
12439,functional
4150,non functional
55732,non functional
64224,non functional
5019,functional
1879,non functional
70921,functional
66447,functional
70854,functional
66671,functional needs repair
63274,functional
37671,functional
55030,non functional
12934,non functional
39111,non functional
3681,functional
30862,functional
26543,non functional
43535,functional
46355,functional
3930,non functional
32234,functional
10659,functional
63194,non functional
73110,functional
69702,functional
35913,functional
51063,functional
1054,non functional
12290,non functional
11906,non functional
16214,functional
63617,functional
56566,non functional
28435,functional
19423,functional
55198,functional
8399,functional
56257,functional
56147,functional
2059,functional
65622,non functional
7039,non functional
68963,non functional
924,non functional
72876,functional
6654,functional
67498,functional
72942,non functional
21545,functional
3200,functional
64984,non functional
29608,functional
13554,functional
31442,functional needs repair
42882,functional
54478,non functional
65153,functional
43339,non functional
51090,functional
70338,functional
19654,functional needs repair
62517,functional needs repair
2293,non functional
57740,functional
34723,non functional
9925,functional
53014,functional
28255,functional
51200,functional
57938,non functional
14576,non functional
37468,functional
41465,non functional
24905,functional
40186,non functional
69085,functional
166,functional
66585,functional needs repair
35562,functional
40595,non functional
73363,functional
25995,functional
64121,functional
42325,functional
6435,functional
54500,functional
15701,non functional
64263,functional
67255,non functional
54279,functional
51864,non functional
8878,functional
73488,non functional
45760,non functional
48656,non functional
1505,functional
51952,functional
33366,non functional
58985,functional
49389,functional
56289,functional needs repair
7075,functional
45607,functional
64093,functional
68090,functional
46496,functional
59824,non functional
41255,non functional
72667,functional
10443,functional
54982,functional
41173,functional
11697,functional
64850,non functional
61384,non functional
32426,functional
12064,functional
32166,functional
59321,non functional
35429,functional
44093,functional
37106,non functional
43975,functional needs repair
14002,functional
42363,functional
46490,functional
317,functional
26474,functional
37895,functional
22865,functional
30121,functional
51986,functional
72048,functional
34527,functional
23845,functional
42188,non functional
63926,non functional
8075,functional
56418,functional
19635,non functional
8110,functional
35459,functional
18183,functional
22050,non functional
41904,non functional
39664,functional needs repair
56408,non functional
34541,functional
56433,non functional
29503,functional needs repair
68666,functional
56974,functional
1723,non functional
52595,functional
45023,functional
11919,non functional
14006,non functional
12340,functional
8866,functional
27698,functional
30768,non functional
26806,functional
10024,non functional
60160,non functional
19494,functional
24863,non functional
16805,functional
57928,functional
4102,functional
41807,functional
31165,non functional
31800,functional
51261,functional
73195,functional
12693,non functional
70831,functional
69006,functional
73242,non functional
57090,non functional
67894,functional
35564,functional
69884,functional
31541,non functional
44028,functional
59387,functional
61311,functional
43958,functional
40160,functional
22819,functional
42142,functional
47225,functional
64317,non functional
5755,functional needs repair
61335,functional
6454,non functional
15843,non functional
73299,non functional
22203,functional
9784,functional
8624,functional
32290,non functional
37185,non functional
16335,functional
30020,functional
39495,functional
57944,non functional
21161,non functional
64295,functional
26728,functional
2827,non functional
68386,non functional
33871,functional
5814,functional
33349,non functional
60933,functional needs repair
26445,non functional
60041,functional
36239,functional needs repair
55115,functional
54845,functional
73253,functional
39702,functional
31621,functional
63609,functional
41924,non functional
12141,functional
11134,functional
12743,non functional
14547,functional
4024,non functional
29296,functional
9030,non functional
4440,non functional
68675,functional needs repair
5238,functional
4708,functional needs repair
33023,non functional
24520,functional
5979,functional needs repair
64321,functional
12251,non functional
18324,functional
30801,functional
71347,functional
27895,functional
70166,functional
54960,non functional
61627,functional
4500,non functional
19696,functional
23347,functional
59574,functional
25783,non functional
23821,functional
10720,non functional
20989,functional
50389,non functional
9673,non functional
39408,non functional
73578,non functional
40933,functional
25902,non functional
38646,functional
37049,functional
763,non functional
26601,functional
49723,functional
51866,functional
49292,non functional
66803,non functional
31777,non functional
36364,non functional
17725,non functional
35640,functional
26465,functional
61181,functional
29312,non functional
31522,functional
41148,functional
7370,non functional
6204,non functional
46591,functional
16671,functional
31885,non functional
37334,non functional
48720,functional
26660,functional
57836,functional
47693,functional
32485,non functional
60733,non functional
73279,non functional
22415,functional
33160,non functional
63590,functional
28604,functional
33067,non functional
57896,functional
19913,functional
30872,functional
47348,functional
58641,functional
66616,non functional
7671,non functional
68288,non functional
36744,non functional
53872,functional
51183,non functional
69964,non functional
5436,functional needs repair
18090,functional
5033,functional
29919,non functional
26560,functional
33017,non functional
65629,non functional
45696,functional
16098,functional
55779,non functional
42953,non functional
47701,non functional
21368,functional
41092,functional needs repair
58819,non functional
15413,functional
72805,non functional
68805,non functional
42798,functional needs repair
39060,functional
38405,functional
67781,functional
36541,non functional
51564,non functional
12794,non functional
48674,non functional
19690,functional
16183,functional
69179,non functional
19485,non functional
51036,non functional
62868,functional
57025,functional
70603,functional
37194,non functional
9087,functional needs repair
44735,non functional
64845,non functional
60104,functional
56902,non functional
61740,non functional
71296,functional needs repair
27721,functional
63517,non functional
39587,non functional
72325,functional
18745,non functional
36966,non functional
44301,functional
18255,non functional
39113,non functional
3901,non functional
55523,non functional
4040,functional
72751,functional
48575,functional
29877,non functional
18383,functional
62681,functional
66480,non functional
34922,non functional
50485,functional
32459,non functional
12493,non functional
27529,non functional
1498,non functional
10721,functional
45259,non functional
62785,functional
14150,functional
25198,functional
31384,functional
55735,non functional
36624,non functional
54424,functional
26199,functional
67926,functional
62916,functional
42831,functional
50466,non functional
23028,non functional
55584,functional
53143,functional
68755,functional
39500,non functional
6724,non functional
71930,non functional
52487,non functional
47523,functional needs repair
8025,functional
2976,functional
62159,functional
38469,functional
61024,non functional
72504,non functional
38575,functional
47272,functional
20004,functional
64839,non functional
5906,functional
62089,functional
65737,non functional
65096,non functional
3752,functional
17500,functional
33623,non functional
24738,functional
11591,functional
69292,non functional
60773,functional
8184,functional
71023,functional
45877,functional
63475,non functional
48018,functional
54314,functional
7540,non functional
9301,non functional
16412,functional
55559,functional
13682,functional
6545,functional
30984,functional
4170,functional
18812,functional
41372,functional
19128,functional
20364,non functional
22447,functional
40939,functional
57219,functional
5435,functional
65453,functional
58502,functional
35212,non functional
59616,functional
53936,non functional
12907,functional needs repair
72332,functional
8861,functional
48086,functional needs repair
24283,functional
58788,non functional
73179,functional
65314,functional
21219,functional
70051,functional
43984,functional needs repair
52706,non functional
50035,functional
66559,functional
43188,functional
39923,functional
72910,functional
25074,functional
12308,non functional
57958,functional
27409,functional
10092,functional
62986,non functional
21379,functional
53802,non functional
69344,non functional
15104,non functional
4661,functional
62326,non functional
59816,functional
40149,non functional
41946,non functional
41737,non functional
52821,non functional
71253,non functional
66918,non functional
69762,functional
8192,functional
72311,functional
10118,functional
64433,functional
43611,non functional
68076,non functional
37293,non functional
66237,functional
9735,functional
74171,non functional
21123,non functional
61721,functional
55962,non functional
15719,non functional
39618,non functional
53163,functional
14335,functional
4985,functional
40545,functional
52169,functional
59466,non functional
66117,functional
46647,non functional
4319,functional
27521,functional
20961,non functional
45118,functional
25306,functional
57596,functional
47411,functional
72941,non functional
1820,non functional
34618,functional
37634,functional
28071,functional
46028,functional
32348,non functional
69073,functional
6827,non functional
13155,functional
5462,functional
64427,functional
41342,functional
29476,non functional
63361,functional
49629,functional
10794,functional
1532,non functional
35073,non functional
284,non functional
41371,functional
63080,functional
55592,functional
29401,functional
56121,functional
39164,functional
28744,functional
12041,non functional
30540,non functional
51500,functional
12807,functional
51994,non functional
13052,non functional
47079,functional
36346,non functional
1009,functional
38703,functional
68262,functional
34589,functional
5622,functional
55699,non functional
71578,non functional
26454,functional
14903,functional
66756,functional
49073,non functional
58270,non functional
42417,non functional
19524,functional
65173,functional
37391,functional
22719,non functional
29228,functional
35856,non functional
49007,non functional
6957,non functional
1463,functional
13303,non functional
44773,non functional
3279,functional
47813,non functional
11378,functional
67584,functional
54994,functional
45036,functional
68394,non functional
24138,functional
15603,non functional
57808,non functional
61624,functional
8022,functional
4879,non functional
12053,functional
3094,functional
53782,functional
55009,non functional
52000,functional
45173,functional
26545,non functional
64444,functional
15027,non functional
11876,functional needs repair
47857,functional needs repair
53473,functional
61926,functional
50242,functional
69156,non functional
1664,non functional
1758,non functional
50603,functional
17461,functional
12374,non functional
31453,non functional
55912,functional
17099,non functional
5803,non functional
71986,functional
1710,non functional
23308,functional
54850,non functional
56788,functional
57053,non functional
27166,non functional
23785,functional needs repair
62225,functional
21146,functional
25326,functional
11882,functional
41896,non functional
41358,functional
9029,functional
53492,functional
70876,non functional
10377,non functional
70491,non functional
64636,functional needs repair
19702,non functional
17839,non functional
59699,non functional
69059,functional
51800,functional
18914,functional
41701,non functional
63380,non functional
8923,functional
28392,functional
20110,functional
32475,functional
72824,functional needs repair
69258,functional
25580,functional
6469,functional
38526,functional
30680,non functional
36439,functional
38530,non functional
47780,non functional
32529,non functional
61025,functional
13286,non functional
8791,functional
5425,non functional
10806,non functional
39309,non functional
50792,functional
753,non functional
31055,functional needs repair
21480,functional
36039,functional needs repair
65172,non functional
40048,functional
26133,functional
56857,functional
3044,functional
45269,non functional
23057,functional
29668,functional
51802,functional
33273,functional
8798,non functional
56677,functional
28188,non functional
21493,non functional
1449,non functional
71472,functional
45058,functional needs repair
11484,functional
20514,non functional
40725,functional needs repair
62500,functional
72080,non functional
16278,non functional
637,functional
13650,functional needs repair
60942,functional
8858,functional
55267,functional
37999,non functional
9666,non functional
24843,non functional
27370,functional
71246,non functional
58662,functional needs repair
63827,non functional
28256,functional
5837,functional
30937,functional
54864,non functional
3277,non functional
49701,functional
18217,functional
73189,non functional
43279,functional
53207,functional
3510,functional
36615,functional
46037,functional needs repair
55750,functional needs repair
4346,functional
41888,functional
4429,functional
20509,functional
15915,non functional
26219,functional
9690,non functional
16112,non functional
68441,non functional
67036,functional
42591,functional
51898,non functional
14015,functional
10693,functional
36980,non functional
3096,non functional
67911,non functional
64990,non functional
63759,functional
3692,functional
60213,non functional
11848,non functional
23233,functional
70,non functional
6507,functional
19501,non functional
24778,non functional
18998,non functional
45337,non functional
37963,non functional
12901,non functional
72217,functional
361,functional
38747,functional
48529,functional
51902,functional
58359,functional
59873,functional needs repair
42892,non functional
17988,non functional
15102,functional
42282,functional
11526,functional
50827,functional
8978,functional
54687,functional
26790,functional
8696,non functional
40715,functional
26589,functional
7887,functional
9507,functional
23667,functional
72197,functional
46645,functional
52413,non functional
61048,functional
9597,functional
21110,functional
58477,non functional
34407,non functional
12445,non functional
41212,functional
60620,functional
36150,functional
57296,functional
32341,non functional
58023,functional
68184,non functional
49287,non functional
59258,non functional
25684,non functional
63203,functional
207,functional
49762,non functional
7204,non functional
73671,non functional
56855,non functional
64281,functional
20330,functional
62548,non functional
64100,functional needs repair
19924,non functional
35045,functional
62295,functional
34830,functional
69363,functional
58429,non functional
33041,non functional
9509,non functional
48406,non functional
13748,functional
18840,functional
52680,functional
19792,non functional
11945,non functional
46812,non functional
39428,functional
15261,functional
29554,non functional
47434,functional
65336,functional
9388,functional
55960,non functional
22649,non functional
49967,functional
50514,functional
64764,functional
24982,functional
12648,functional
40573,non functional
3016,non functional
65754,functional
49721,non functional
14933,functional
43000,non functional
64419,functional
10320,non functional
59826,non functional
49877,functional
8716,non functional
29409,functional
36569,functional
11363,functional
18542,non functional
29482,functional
51576,functional
11126,non functional
15376,non functional
10884,non functional
23122,functional
6057,functional
58448,functional
23011,non functional
7862,non functional
5965,functional
66228,non functional
39690,functional
61920,non functional
51999,functional
13878,functional
71713,functional
32055,functional
26526,non functional
11691,functional
24921,non functional
58073,non functional
42726,non functional
12057,non functional
9755,non functional
32652,functional
19458,functional
47214,functional needs repair
24115,non functional
53472,functional
65572,functional
13467,functional needs repair
40774,non functional
55263,functional
35076,functional needs repair
62085,non functional
71364,non functional
65850,non functional
5035,functional needs repair
61424,functional
56707,non functional
48605,non functional
58057,non functional
59008,functional
64476,functional
18143,functional
9324,functional
40742,non functional
36693,non functional
57603,non functional
45665,non functional
38196,functional needs repair
50814,functional
6513,functional
24023,functional
70791,functional
6879,functional
34899,functional
13664,functional needs repair
31198,functional
36784,functional
41051,non functional
20779,functional
70280,functional needs repair
38988,non functional
33839,functional
51209,non functional
53379,functional
58975,functional needs repair
12564,non functional
60311,functional
69335,non functional
5054,non functional
5537,non functional
21024,functional
59546,functional
35849,functional
20762,non functional
62467,functional
5871,functional
41193,non functional
9506,non functional
54387,non functional
46036,non functional
40094,functional
45681,non functional
53683,functional
60989,functional
21236,functional
62546,functional
19572,non functional
46252,functional needs repair
55225,non functional
2377,functional
10702,non functional
567,functional
38945,functional
3645,functional
51666,functional needs repair
7689,non functional
54746,non functional
59421,functional
29264,non functional
61782,non functional
71636,non functional
61338,non functional
64578,functional
24774,functional
31188,non functional
24178,functional
11619,functional
31387,non functional
17834,functional
27911,functional needs repair
46304,functional
24507,functional needs repair
37945,functional
41153,functional
26476,non functional
5021,non functional
40620,functional
22004,non functional
23693,functional
69970,functional
34072,non functional
63458,functional
49079,functional
45151,functional
5062,functional
16487,functional
14261,non functional
40345,functional
46604,functional
1117,non functional
72037,non functional
10256,functional
38463,functional needs repair
35423,functional
55794,non functional
33958,functional
29075,non functional
70617,functional
61576,non functional
59490,functional
69533,functional
23141,non functional
52900,non functional
5045,functional
70996,functional
22403,functional
63638,functional needs repair
31286,functional
69934,functional
31545,functional
39101,non functional
45828,functional
34633,functional
22182,non functional
63364,functional
28708,non functional
59489,functional
11413,functional
11907,functional
68335,non functional
21105,functional
41243,functional
14565,functional
62164,functional
22359,functional
50381,non functional
71009,functional needs repair
68103,functional
48616,functional
35175,non functional
28655,functional
55586,functional
39525,non functional
21076,non functional
38056,non functional
48289,functional needs repair
35344,non functional
48794,functional needs repair
53286,functional
57793,functional
2525,functional needs repair
2352,functional
3126,functional
8334,non functional
29913,functional
39119,functional
46842,non functional
10139,functional
59101,non functional
33186,functional
25527,functional
58333,non functional
13257,non functional
18129,functional
5878,non functional
63399,functional
39622,non functional
40962,functional
61647,functional
30263,functional
25770,functional
8984,non functional
1516,functional
8160,functional
52376,non functional
22609,functional
56011,functional
67834,non functional
49294,functional
41613,non functional
32343,non functional
60466,non functional
21921,non functional
63504,non functional
21747,functional
13481,functional
8603,functional needs repair
13376,functional
67,functional
67003,non functional
52480,non functional
60635,functional
34449,functional
17799,functional
930,functional
16121,functional
14581,non functional
31391,non functional
70356,non functional
22422,functional
12211,functional
44804,functional
69700,functional needs repair
33826,functional
323,non functional
66962,functional
7175,functional needs repair
3629,functional
14536,functional
66207,functional
29876,functional
35826,functional
62308,functional
34991,functional needs repair
14436,functional
17566,functional
60713,functional
73232,non functional
39232,functional
33827,functional
22510,non functional
65554,functional
8476,functional
70367,non functional
20678,functional
63402,non functional
1497,functional
196,non functional
14504,functional
10964,functional
32523,non functional
47163,non functional
11467,non functional
3635,non functional
8047,functional
66000,functional
54166,non functional
36404,non functional
65613,functional needs repair
15971,non functional
29426,functional needs repair
40738,non functional
52921,functional
34811,non functional
2234,functional
28813,non functional
65085,non functional
17669,non functional
15749,functional
68164,non functional
12258,functional
64615,functional
36573,functional
50330,non functional
60795,non functional
70716,functional
11106,functional
7163,non functional
4034,non functional
59839,functional needs repair
48889,functional
52956,functional
12031,functional
22903,functional
58740,functional
1248,functional needs repair
56533,non functional
37793,functional
62627,functional
14636,non functional
21936,functional
6951,functional
12019,non functional
50085,non functional
30101,non functional
46632,functional
65486,functional
30253,non functional
52079,functional
30512,functional needs repair
35260,functional
30078,functional
55102,non functional
12215,functional
51154,functional
33470,functional
66514,non functional
73954,functional
44904,functional
47153,functional needs repair
48819,non functional
42022,non functional
4096,non functional
45229,functional
39175,functional
44646,non functional
44318,non functional
342,functional
50824,functional needs repair
48321,functional
19959,functional needs repair
41316,functional
34060,non functional
17518,non functional
36705,functional
49146,non functional
59353,functional
57182,non functional
66233,functional
69217,non functional
10220,non functional
61112,non functional
71078,functional
64022,non functional
33603,functional
53112,functional
25297,non functional
67063,functional
58560,non functional
610,non functional
19399,non functional
55778,non functional
25618,functional
52180,non functional
29578,non functional
30260,functional needs repair
8348,functional
18742,non functional
38700,functional
122,non functional
18312,functional
49243,functional
13780,functional
49445,non functional
43514,functional needs repair
11022,non functional
17801,non functional
47435,non functional
6915,functional
22810,non functional
68727,functional needs repair
72662,functional
55301,non functional
3050,functional needs repair
8002,non functional
65,functional
3358,non functional
5191,functional
2567,functional
14116,non functional
12543,functional
52408,functional needs repair
8240,functional
14442,functional
47573,non functional
62929,non functional
71531,non functional
35836,functional
9511,functional
24968,functional
56701,non functional
11813,non functional
38423,functional
62106,functional
44349,functional
53129,functional needs repair
27397,functional
33446,non functional
62265,functional
37451,functional
71039,non functional
15980,non functional
48769,functional
68044,functional
51643,functional
12593,functional
73713,functional
48873,functional
45144,functional
12289,functional
23768,functional
61768,functional
66771,non functional
50265,non functional
57795,functional
50623,functional
39926,non functional
36518,non functional
42331,non functional
5393,functional
11917,functional
26785,functional
7157,non functional
39878,functional
9855,non functional
35636,functional
8244,functional
1533,functional
15548,non functional
7316,functional
60895,non functional
54993,functional
25892,functional
73350,functional
39418,non functional
38673,non functional
14336,functional
37119,functional
24203,functional
57615,non functional
34477,non functional
18131,functional
28105,functional
25445,functional needs repair
51917,non functional
41260,non functional
17684,functional
69,functional
9637,functional
52737,non functional
10590,non functional
9027,functional
40501,functional
46982,functional
25632,non functional
68433,functional
66173,functional
23783,non functional
40643,functional
74202,functional
34895,non functional
24505,functional
23415,non functional
26274,functional
73782,functional
51053,functional
62845,functional
18096,functional
37285,functional
13771,functional
5293,non functional
40718,functional
11390,functional needs repair
64758,functional
19571,non functional
17101,functional
68133,functional
61691,functional
26050,functional
29488,functional
26031,functional
65933,functional
45431,functional
66091,functional
62969,non functional
69683,functional
28555,functional
12893,functional
41739,functional
41991,functional
16016,functional
41875,functional
775,functional
49481,functional
22682,non functional
3991,functional
14762,functional
67724,functional
33966,non functional
44875,functional
42592,functional
18631,non functional
58236,non functional
23408,functional
34062,functional
69618,functional
21508,functional
64070,functional
23863,functional
37255,non functional
18480,functional
24400,functional
12782,non functional
12621,non functional
49328,non functional
2227,non functional
59352,functional
50612,non functional
67607,functional
61909,non functional
9436,functional
63246,functional
42098,non functional
24858,non functional
60191,functional
26229,functional
42211,functional
50637,non functional
19297,non functional
46291,functional
68910,non functional
56142,non functional
49011,non functional
72258,functional
35177,non functional
55940,functional
46731,functional
64969,functional needs repair
28496,functional
10077,functional
61324,functional
45690,non functional
48108,functional
28486,functional
11238,functional
45835,functional
60987,non functional
2656,functional
50182,functional
62383,non functional
40500,functional
21258,functional
8893,functional
46442,non functional
65117,non functional
4118,functional
59803,functional
58082,functional
16365,functional
69526,functional
62216,functional needs repair
13959,non functional
43654,functional
25583,non functional
49439,functional
55798,functional
19788,non functional
21352,functional
2010,functional
48273,functional
53445,non functional
33362,non functional
28419,functional
13653,non functional
19214,functional
66217,non functional
66200,functional
43518,functional
21202,non functional
42674,non functional
28149,functional
39365,functional
71603,non functional
28157,functional
10482,functional
41470,functional
39078,non functional
34817,functional
71844,functional
34275,functional
53735,non functional
47840,functional
29455,non functional
28178,functional
63471,functional
54267,functional needs repair
49159,functional
13948,non functional
73089,non functional
46367,functional needs repair
61304,functional
73266,non functional
10731,functional
71249,non functional
10350,non functional
62959,functional
18777,non functional
619,functional
37923,functional
65779,functional
67431,functional
45964,functional
29434,functional
34448,non functional
36121,non functional
71711,functional
3504,functional
1739,functional
29460,functional
46985,non functional
70143,functional
11395,non functional
58760,non functional
28303,non functional
36454,non functional
35433,non functional
13513,functional
28518,functional
70715,functional
6403,functional
66703,functional
62588,non functional
235,non functional
67113,functional
60645,functional needs repair
29015,functional
33899,non functional
52566,functional
34858,functional
29353,functional
3301,non functional
40495,functional
1427,functional
19187,non functional
11442,functional
18138,non functional
24136,functional
61267,functional
27307,functional
46991,non functional
40409,non functional
19509,functional
14237,non functional
21505,functional
73394,functional
46202,functional
43486,functional
71804,functional needs repair
68215,non functional
53703,functional
6359,functional
18991,functional
73147,functional
9155,functional
63129,functional
37653,non functional
56440,functional
29798,functional
68313,functional
49557,functional
4237,functional
39137,non functional
67478,functional
50525,functional
53003,functional
41694,functional
74141,functional
25859,non functional
57905,functional
23509,non functional
58235,non functional
69201,functional
39166,non functional
15716,non functional
28868,non functional
399,functional
13248,non functional
50094,functional
43927,functional
65601,functional
54445,non functional
26207,non functional
71102,non functional
51276,functional
55605,non functional
63165,functional
12879,functional
35902,non functional
32148,non functional
66168,functional needs repair
26370,functional
758,functional
11753,functional needs repair
29899,functional
17205,functional
6904,functional
55905,functional
64674,functional needs repair
30053,functional
17523,functional
30583,functional
7640,functional
60044,functional needs repair
46002,functional
44075,functional needs repair
71814,non functional
30478,non functional
67180,functional
52183,non functional
73690,functional
33145,non functional
29789,functional
42378,functional
51795,non functional
10321,functional needs repair
67444,functional
39502,non functional
38253,non functional
57475,functional
67970,non functional
56493,non functional
11555,functional needs repair
61944,functional
28341,functional
27162,functional
1765,non functional
16497,functional needs repair
3811,functional
56409,functional
30107,non functional
18474,functional
65278,functional
48913,functional
39434,functional
53942,functional needs repair
46820,functional
5512,functional
44815,functional
8380,non functional
32717,functional
57128,non functional
63450,functional
15302,non functional
19380,functional
16553,functional
50410,non functional
64855,functional
66188,non functional
39173,functional
48228,functional
24926,functional
12313,non functional
18674,functional
15800,functional
12962,non functional
67727,functional
30673,functional
3240,functional
44549,non functional
59900,functional
35923,functional
29613,functional needs repair
34122,non functional
31788,functional
13263,functional
14453,functional
25780,functional
23806,non functional
33934,non functional
24044,functional needs repair
48975,non functional
19221,non functional
31283,functional
1047,functional
21149,functional needs repair
70286,non functional
30437,functional
46206,non functional
32657,non functional
36542,non functional
2425,functional
62677,non functional
61463,functional
43756,non functional
59457,functional
37870,functional
17228,functional needs repair
23380,functional
29566,functional
53324,functional needs repair
67110,non functional
6763,non functional
46614,functional
55391,functional
5922,functional
70229,functional
73167,functional
10476,functional
740,functional
8896,functional
37258,non functional
37392,non functional
52885,non functional
41789,functional needs repair
65957,functional
14772,non functional
73754,non functional
40308,functional
64250,functional
44644,non functional
4644,functional
65016,non functional
7720,non functional
23379,functional
66516,non functional
31986,functional
62542,functional
20881,functional
23983,functional
51313,functional
834,functional
7906,non functional
51834,functional
3994,functional
55766,non functional
44159,functional
21021,functional
71367,non functional
17740,functional
58180,functional
33529,functional needs repair
14899,non functional
32146,non functional
39642,non functional
67466,functional needs repair
50883,functional
1140,functional
24258,functional
68689,functional
6616,functional
69222,non functional
35934,functional
6414,non functional
65499,non functional
43943,functional
15443,non functional
37737,functional
35291,functional
52193,functional
73828,functional
14672,non functional
12515,functional needs repair
69714,non functional
68686,functional
66310,functional
65301,functional
29321,functional
7541,functional
5144,functional needs repair
308,functional
5350,functional
23771,non functional
54454,non functional
16624,functional needs repair
21354,non functional
16627,functional
51892,functional
23432,functional
72993,functional
60855,functional
64116,functional needs repair
51721,functional
65791,non functional
28087,non functional
18368,non functional
22883,functional
69601,functional needs repair
8527,functional
45318,functional
7493,non functional
63321,non functional
25946,functional
44999,functional
52800,functional
25226,functional
10101,functional
43883,functional
29079,non functional
15819,functional
59749,functional needs repair
61953,functional
12638,functional
33831,functional
44297,functional
12390,functional needs repair
62728,functional needs repair
36422,functional
36552,functional needs repair
21698,functional
15049,functional
47144,functional
57012,non functional
73451,non functional
36231,functional needs repair
43779,functional
23363,non functional
2325,non functional
31954,non functional
44057,non functional
62001,functional
14201,functional needs repair
49661,functional
37530,functional
20560,functional
34938,non functional
55936,non functional
73630,functional needs repair
69015,functional
29636,functional needs repair
70746,functional
26573,non functional
25665,functional
64672,functional
36138,functional
30901,functional
9783,functional
11234,non functional
37702,functional
35402,non functional
72976,functional
48525,functional
32602,non functional
64205,functional
70682,non functional
29022,non functional
40656,non functional
65776,functional
20815,functional
14804,functional
48470,functional
59506,functional needs repair
8287,functional
33046,non functional
2281,functional needs repair
55081,non functional
10041,non functional
5958,functional
7674,functional
39610,non functional
50151,functional
14789,non functional
71555,functional
9821,functional
12476,functional
18263,functional
15849,functional
11914,functional
60316,non functional
16208,non functional
25593,non functional
49820,non functional
37713,functional
43425,functional
30091,non functional
32481,functional
63510,functional needs repair
15891,non functional
59443,non functional
28953,non functional
64614,functional needs repair
10848,functional
51137,functional
49385,non functional
14403,non functional
63296,non functional
47364,functional
1330,functional
170,functional
5981,functional needs repair
18423,non functional
35661,functional
33047,functional
56591,non functional
54034,functional
16255,functional
63819,non functional
55243,functional
73729,non functional
32972,functional
32931,non functional
47941,functional needs repair
73338,functional needs repair
3125,functional
24556,functional
1333,non functional
10560,functional
15076,non functional
55796,non functional
51778,functional
42076,non functional
35759,non functional
33464,functional
38954,non functional
44854,non functional
49782,non functional
69337,functional
61826,functional
40641,functional
25012,functional
44423,non functional
2069,non functional
21292,functional
46785,functional
13715,functional
11881,non functional
27278,non functional
72793,functional
55064,non functional
53873,non functional
67173,non functional
58237,functional
4337,functional
363,functional
72708,functional needs repair
58424,non functional
45489,functional
23832,functional
9357,non functional
48380,non functional
72965,functional
47330,non functional
34890,non functional
14913,functional
29905,functional
23682,functional needs repair
15415,functional
68045,non functional
71105,functional
47310,non functional
58652,functional
29025,non functional
65674,functional
28025,non functional
64421,functional
27215,non functional
37383,non functional
20530,non functional
12640,non functional
14485,non functional
30944,functional
62881,functional
57962,functional
16167,functional
39884,functional
13073,non functional
18833,functional
55289,non functional
39609,non functional
59576,functional
17377,functional
73615,functional needs repair
33375,functional
213,functional
69423,non functional
25481,non functional
49639,functional
40275,non functional
44556,functional
58840,non functional
71398,non functional
26756,functional
12890,non functional
19405,functional
56590,functional
10369,non functional
40315,functional
46562,non functional
3700,functional
5438,non functional
6821,functional
7410,non functional
57228,functional
38424,functional
2366,functional
61113,non functional
36358,functional
50582,non functional
66273,functional
40636,functional
44324,non functional
