id,description
439,"Guidewater duffle - large - Whoever said getting there is half the fun obviously wasn't dealing with dripping waders or current airline restrictions. Whether you're traveling by truck, skiff, floatplane or jetliner, the Guidewater makes hauling your gear easier. The coated, floating baffle separates dual zippered wet and dry gear access, so wading boots won't soak your ""coming home"" shirt. Now made with an even tougher, 840-denier double polyurethane-coated nylon fabric.  High-airflow mesh, coated, water-resistant zippers, rod tube attachment points and an adjustable, padded, split shoulder strap, and external zippered mesh pocket combine to create the ultimate angler's duffel. Better yet, it meets most domestic airline carry-on requirements.<br><br><b>Details:</b><ul> <li>""Separate wet and dry sides with floating, water-resistant divider""</li> <li>Coated water-resistant zipper eliminates bulk and provides easy access</li> <li>Two web loops on outside for rod tube attachment</li> <li>Split shoulder strap with adjustable fit</li> <li>External zippered mesh pocket</li></ul><br><br><b>Fabric: </b>Waterproof side: 840-denier nylon double-coat with polyurethane film. Breathable side: 300-denier polyester (47% recycled) double weave and nylon mesh. Floating divider: 70-denier nylon with polyurethane film<br><br><b>Weight: </b>(778 g 27 oz)<br><br>Made in China."
440,"Cap 3 bottoms - The unwavering foundation for any cold-weather clothing system, these bottoms keep you dry, warm and moving forward. They're made from Capilene 3, the most versatile and fastest-wicking of our performance baselayer fabrics: providing excellent insulation and ultimate comfort next to the skin, its dense interior honeycomb grid is brushed for warmth, softness and compressibility. With a smooth jersey exterior that glides readily beneath layers, a brushed, scalloped-edge elastic waistband, a gusseted crotch and a flat-seam construction that eliminates chafe. Made from 4.8-oz 100% polyester (64% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""The fastest-wicking of our baselayer fabrics, Capilene 3 features a dense interior honeycomb construction""</li> <li>""Fabric next to skin is brushed for warmth, softness and compressibility, while providing excellent insulation and breathability""</li> <li>Smooth jersey exterior glides easily under layers</li> <li>Scalloped-edge elastic waistband is brushed for next-to-skin softness</li> <li>Gusseted crotch for unimpeded mobility</li></ul><br><br><b>Fabric: </b>4.8-oz 100% polyester (64% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>158 g (5.6 oz)<br><br>Made in USA."
441,"Cap 3 crew - Capilene 3, the most versatile and fastest-wicking of our performance baselayer fabrics, helps you stay dry and warm. This crew provides excellent insulation and has a dense interior honeycomb grid that's brushed for warmth, softness and compressibility. Its smooth jersey exterior glides readily beneath layers. Raglan sleeves and single-piece shoulder panels merge out of the way of shoulder straps, and side panels are offset to eliminate chafe. Made from 4.8-oz 100% polyester (64% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""The fastest-wicking of our baselayer fabrics, Capilene 3 features a dense interior honeycomb construction""</li> <li>""Fabric next to skin is brushed for warmth, softness and compressibility, while providing excellent insulation and breathability""</li> <li>Smooth jersey exterior glides easily under layers</li> <li>Self-fabric collar</li> <li>Raglan sleeves and single-piece shoulder panel merge out of the way of pack straps</li></ul><br><br><b>Fabric: </b>4.8-oz 100% polyester (64% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>164 g (5.8 oz)<br><br>Made in Mexico."
442,"Cap 3 bottoms - Ice climbers and alpinists know the pitfalls of sweaty leads and cold belays. Designed to manage the extremes of high-output exertion in cool to cold conditions - and keep you dry and warm beneath layers - our most versatile and fastest-wicking performance baselayer features a dense interior honeycomb construction that's brushed for next-to-skin softness, warmth and compressibility. With a smooth jersey exterior that glides readily beneath layers, a flat-seam construction that eliminates chafe, a brushed-elastic waistband and a gusseted crotch with a functional fly. Made from 4.8-oz 100% polyester (64% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""The fastest-wicking of our baselayer fabrics, Capilene 3 features a dense interior honeycomb construction""</li> <li>""Fabric next to skin is brushed for warmth, softness and compressibility, while providing excellent insulation and breathability""</li> <li>Smooth jersey exterior glides easily under layers</li> <li>Elastic waistband is brushed for next-to-skin softness</li> <li>Functional fly</li> <li>Gusseted crotch for unimpeded mobility</li></ul><br><br><b>Fabric: </b>4.8-oz 100% polyester (64% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>198 g (7 oz)<br><br>Made in USA."
443,"Cap 3 crew - Fundamental to the funhog lifestyle, this crew nonchalantly flows from turns in the back bowls to catching a ride at the depot. Capilene 3 is the most versatile and fastest-wicking of our performance baselayer fabrics. It provides excellent insulation and ultimate comfort next to the skin. The dense interior honeycomb construction is brushed for warmth, softness and compressibility, and the smooth jersey exterior glides readily beneath layers. Details include a rib collar, and raglan sleeves and single-piece shoulder panels that merge out of the way of shoulder straps. Made from 4.8-oz 100% polyester (64% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""The fastest-wicking of our baselayer fabrics, Capilene 3 features a dense interior honeycomb construction""</li> <li>""Fabric next to skin is brushed for warmth, softness and compressibility, while providing excellent insulation and breathability""</li> <li>Smooth jersey exterior glides easily under layers</li> <li>Rib collar</li> <li>""Yoke, raglan sleeves and single-piece shoulder panel merge out of the way of pack straps""</li></ul><br><br><b>Fabric: </b>4.8-oz 100% polyester (64% recycled) with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>198 g (7 oz)<br><br>Made in Mexico."
444,"Guidewater pants - Drift boat. Flats Skiff. Spring creek. Supermarket. Airliner. We created our new Guidewater Pants specifically for situations where you might need, well, pants. Water-specific features, including zippered side-leg pocket, mesh drainage in all pockets and remarkably fast dry time make these the fishing pants of choice for anglers. But the comfortable fit, zippered fly and constructed waist with stretch sections and belt loops make the Guidewaters ideal for pretty much any activity. Which is to say, if you wear pants - and we bet you do - you may find yourself wearing these everywhere. Made from lightweight, recyclable, woven nylon fabric with 50+ UPF sun protection. Recyclable through our Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Recyclable, lightweight, woven nylon fabric is durable and quick-drying and provides 50+ UPF sun protection""</li> <li>""Front pockets, zippered side-leg and rear pocket all have mesh drainage""</li> <li>Constructed waist with two stretch sections and zip fly for maximum comfort</li></ul><br><br><b>Fabric: </b>4.3-oz 100% nylon with DWR (durable water repellent) finish and 50+ UPF sun protection. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(351 g 12.2 oz)<br><br>Made in Thailand."
445,"Guidewater shirt - It's a shirt. It's a jacket. It's...shacket? The Guidewater might fit like a traditional canvas fishing shirt, but don't be deceived  it repels breeze, bugs, drizzle and spray with soft shell performance. Added bonus: the casual good looks adapt to grocery runs and post-fishing dinners without screaming ""I am a fish geek."" Made of fast-drying, 4-way stretch nylon with DWR (durable water repellent) finish that provides 50+ UPF sun protection. Self-fabric tabs secure rolled sleeves and the snapdown collar remains unflappable even when running the boat wide open. With hidden daisy chain, snap placket and cuffs and brushed mesh pocket bags. One zippered and one hook-and-loop chest pocket keep essentials close at hand. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Stretch-woven nylon with DWR finish provides 50+ UPF sun protection; it is also durable, quick-drying and delivers 4-way stretch""</li> <li>Self-fabric tabs secure sleeves when rolled up</li> <li>Snapdown collar won't flap on a boat run</li> <li>One zippered and one hook-and-loop chest pocket</li> <li>Hidden daisy chain above left side label</li> <li>Snap placket and cuffs</li> <li>Brushed mesh pocket bags provide next-to-skin comfort</li></ul><br><br><b>Fabric: </b>100% stretch-woven nylon dobby weave with DWR (durable water repellent) finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(366 g 12.7 oz)<br><br>Made in Costa Rica."
446,"Cap 4 zip neck - Our warmest synthetic baselayer for the deep freeze of Bridger Bowl also works as an outer layer for an early season ascent of the DNB. Soft, stretchy and compressible, Capilene 4 has a smooth jersey face that glides beneath layers, and an internal grid structure that retains warmth, wicks perspiration, and breathes. With a deep zipper, forward-set seams, a slight drop tail, plus a discreet zippered chest pocket that's easily accessed beneath layers. Made of 5.3-oz Polartec Power Dry 93% polyester (50% recycled)/7% spandex, with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Our warmest baselayer fabric, Capilene 4 offers great stretch, breathability and compressibility""</li> <li>""Interior grid wicks moisture, trims bulk and provides warmth""</li> <li>Smooth jersey face slides easily beneath layers</li> <li>Zip-neck for easy climate control is backed by draft flap and zipper garage</li> <li>Raglan sleeve seams won't chafe beneath straps</li> <li>""Vertical zippered chest pocket holds essentials, is easily accessed""</li> <li>Drop-tail hem</li></ul><br><br><b>Fabric: </b>""5.3-oz Polartec Power Dry 93% polyester (50% recycled)/7% spandex, with Gladiodor natural odor control for the garment. Recyclable through the Common Threads Recycling Program""<br><br><b>Weight: </b>(242 g 8.4 oz)<br><br>Made in Costa Rica."
447,"Caribou north wind t-shirt - Akin to the North Wind, Caribou cover over 3,000 miles during their annual migration, reaching speeds of 50 mph. The Caribou North Wind T-Shirt features artist Nick Wroblewski's illustration of nature's dynamic energy. Printed using PVC- and phthalate-free inks on ringspun organic cotton, the shirt has taped shoulder seams for added softness. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(199 g 6.9 oz)<br><br>Made in USA."
448,"Cerro torre one t-shirt - The interminable spirit of Cerro Torre rises above the hardships of Patagonia's unforgiving landscape, depicted here on the Cerro Torre One Shirt by artist Penny Otwell. Printed on ringspun organic cotton fabric using PVC- and phthalate-free inks, the shirt has taped shoulder seams for a no-chafe fit. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Ringspun yarns for a softer hand</li> <li>Taped shoulder seams</li> <li>Screen-print inks are PVC- and phthalate-free</li></ul><br><br><b>Fabric: </b>5.4-oz 100% organic cotton. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>172 g (6.1 oz)<br><br>Made in USA."
449,"Logo visor - Like a fortuitous cloud, this visor keeps you in shadow to temper the wilting effects of a hot day. It's made from 100% organic cotton canvas that stays soft and cool against the skin. With an adjustable rear buckle and elastic for a snug fit, a Coolmax headband to wick moisture, and a dark underbill to reduce glare. Logo is off-center and tonal.<br><br><b>Details:</b><ul> <li>Adjustable rear buckle with elastic for snug fit</li> <li>Coolmax headband wicks moisture</li> <li>Dark underbill reduces glare</li></ul><br><br><b>Fabric: </b>5.2-oz 100% organic cotton canvas<br><br><b>Weight: </b>(54 g 1.9 oz)<br><br>Made in China."
450,"Long haul runners - Long Hauls eat up backcountry miles. Their clean silhouette is cut for more coverage and less chafe than traditional running shorts, and they're made from fast-drying 100% polyester (50% recycled) microdobby and treated with a Deluge DWR (durable water repellent) finish. A built-in moisture-wicking liner extends into the waistband, and an interior drawcord provides a comfortable fit. Crossover vented side seams allow a necessary range of motion. A gusseted inseam (7"", size M) provides chafe-free comfort. With a center-back mesh envelope pocket that secures energy gels. Reflective heat-transfer logo and graphic keep you visible. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""100% microdobby polyester shell fabric is silky soft, ultra lightweight, highly breathable, quick to dry and is recyclable""</li> <li>""Lightweight, breathable, moisture-wicking built-in liner extends into waistband for a comfortable fit""</li> <li>Interior drawcord</li> <li>Rear center back mesh envelope pocket to keep essentials secure</li> <li>Crossover vented side seams for necessary range of motion</li> <li>Gusseted inseam for chafe-free comfort</li> <li>""Reflective heat-transfer logo and graphic; 7"""" inseam""</li></ul><br><br><b>Fabric: </b>Body: 2.3-oz 50-denier 100% polyester (50% recycled) microdobby with a Deluge DWR (durable water repellent) finish. Lining: 3.8-oz microdenier polyester crepe. Both with moisture-wicking performance. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(135 g 4.7 oz)<br><br>Made in Vietnam."
451,"L/s el ray shirt - Our most versatile sun shirt, the Long-Sleeved El Ray blocks high noon UV rays with style, whether you're fishing, scouting the break or trekking in the Kalahari. Made from a supremely comfortable blend of 2.5-oz 57% all-recycled polyester and 43% nylon, the El Ray provides highly breathable, quick-drying, wrinkle-resistant comfort with the benefit of 40-UPF sun protection. Versatile convertible sleeves roll up and snap tight. With two snap-down chest pockets and a snapped front placket. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Made from all-recycled polyester, all-recycled nylon yarn dye""</li> <li>Provides 40-UPF sun protection</li> <li>""Highly breathable, quick-drying, wrinkle resistant, and soft""</li> <li>Two snap-down chest pockets</li> <li>Snapped placket</li> <li>Convertible sleeves roll up and secure with snaps</li> <li>Modest tails</li></ul><br><br><b>Fabric: </b>2.5-oz 57% all-recycled polyester/ 43% nylon. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>187 g (6.6 oz)<br><br>Made in Vietnam."
452,"Compound cargo pants - short - The ultimate do-everything pants, built to withstand daily abuse. With cargo pockets modeled after vintage army blocks, our Compound Cargos are perfect for hitting the trail with a stash of climbing shoes, multitools, spare fins, wax, dry salami and the odd can of beer. Additional pocketing includes two generous front drop-in and two rear with hidden button-flap closures. Made from tough 5.5-oz organic cotton ripstop that has the tear strength of standard 8-oz material, they're hardy but lightweight and ready for action. Inseams (size 32): short, 30""; regular, 32""; long, 34"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Lightweight yet durable organic cotton ripstop</li> <li>Features our new fit block</li> <li>Two generous wide-entry drop-in front pockets</li> <li>Two side-seam cargo pockets with hidden button flap</li> <li>Two rear pockets with hidden button flap</li> <li>""Inseam is 30""""""</li></ul><br><br><b>Fabric: </b>5.5-oz 100% organic cotton ripstop. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(527 g 18.3 oz)<br><br>Made in Thailand."
453,"Compound cargo shorts - With cargo pockets pulled from vintage army blocks, our Compound Cargo Shorts are perfect for stashing spare fins, digicams, protein bars and wax. (Other pockets include two drop-in front and two rear with hidden button flaps.) Made from tough but lightweight 5.5-oz organic cotton ripstop with the tear-strength of standard 8-oz material, these ultimate cargos are built for everyday use. An updated, slightly trimmer fit won't make you look like you're rushing Theta Chi. Inseam (size 32) is 12"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Updated, regular fit""</li> <li>Grown-on waistband</li> <li>Lightweight yet durable organic cotton ripstop</li> <li>Two generous wide-entry drop-in front pockets</li> <li>Two side-seam cargo pockets with hidden button flap</li> <li>Two rear pockets with hidden button flap</li> <li>""12"""" inseam""</li></ul><br><br><b>Fabric: </b>5.5-oz 100% organic cotton ripstop. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(395 g 13.7 oz)<br><br>Made in Thailand."
454,"Continental pants - They go straight from a cramped corner of your pack to the best hole-in-the-wall bistro in Amalfi. The Continental Pants' virtually indestructible, wrinkle-beating 53% polyester/47% nylon blend with a DWR (durable water repellent) finish gives slightly for freedom of movement, dries quickly, and wicks moisture. With two front drop-in pockets and two cargo pockets (each have one zippered, and one with hook-and-loop closure) and two rear zippered pockets. Inseam (size 32) is 32"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>""Wrinkle-resistant, fast-drying, polyester and nylon blend""</li> <li>Zip fly with button closure</li> <li>""Front pockets: two drop-in, one zippered, one with hook-and-loop closure""</li> <li>Back pockets: two zippered cargo</li> <li>""Side pockets: two cargo: one with zip for security, one with hook-and-loop closure for quick entry""</li> <li>DWR finish</li> <li>""Inseam is 32""""""</li></ul><br><br><b>Fabric: </b>5.2-oz 53% polyester/47% nylon with DWR finish. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>348 g (12.3 oz)<br><br>Made in Vietnam."
455,"Guidewater waders - king - We built our Guidewater Waders to be the toughest, most puncture-resistant waterproof/breathable wader on the planet. Of course, we couldn't just stop there. Nope. They also had to be extremely lightweight while offering a groundbreaking level of comfort and convenience. In other words, the ultimate wader. We started by strategically placing varying weights of our proprietary waterproof/breathable polyester microfiber fabric package with H2No Hydrostorm barrier according to specific breathablility or toughness needs. The result? Max durability and flexibility without resorting to excessive heavy, sweat-trapping multiple layers. Our revolutionary merino wool grid-lined neoprene booties increase warmth to double that of normal nylon faced neoprene as it wicks perspiration creating guilt-inducing levels of foot comfort. The most advanced version of our innovative internal suspension system allows easy conversion to waist height and - this is critical - quick relief without having to remove your jacket or fight sticky zippers. More features: sculpted upper for reduced drag in heavy currents, anatomically designed left and right legs and booties, built in fabric gravel guards with abrasion-resistant scuff zones and high-filtration mesh drain strip. Field repair kit included.<br><br><b>Details:</b><ul> <li>""Polyester microfiber shell, with a proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR (durable water repellent) finish, is highly durable and puncture resistant without excessive multiple layers or added weight; Inside zippered main pocket (with piggyback mesh pocket and internal key/tool loop) flips out for quick access""</li> <li>""Unique, waist-mounted suspender allows easy conversion from chest to waist height, and  provides quick relief without having to remove jacket or fight hard-to-operate zippers; TPU post and slot design on front and back of suspenders offers security when wading deep and for roll down, waist high comfort""</li> <li>Anatomically curved knees and modified Y-Joint crotch; inside leg seams are positioned away from wear zones</li> <li>""Specifically designed left and right legs and booties; built-in, heavyweight reinforcement fabric gravel guards with abrasion resistance scuff zones""</li> <li>""Built-in, heavyweight reinforcement fabric gravel guards with abrasion resistance scuff zones and high filtration drain strip; 1 1/4"""" gripper elastic gravel guard cuffs""</li> <li>""Concealed stainless steel, locking boot hooks secure cuff to boot and avoid line catch; Stretch Wading Belt with a quick-release DuraFlex Stealth-V buckle provides smooth function and an easy adjustable fit""</li> <li>Field repair kit included</li></ul><br><br><b>Fabric: </b>""Upper: 3-layer, 50-denier twill-woven polyester microfiber shell with a proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR finish. Lower torso: 3-layer, 7-oz polyester microfiber reinforcement fabric with proprietary waterproof/breathable H2No Hydrostorm barrier and Deluge DWR finish. Seat and legs: 3-layer, 8.2-oz polyester double weave microfiber reinforcement fabric with proprietary H2No Hydrostorm barrier and Deluge DWR finish. Gravel guards: 6.35-oz polyester microfiber double weave with Deluge DWR finish, abrasion resistant scuff patches and a high filtration polyester mesh (100% recycled) drainage strip. Booties: merino wool grid-lined 3-mm neoprene with abrasion-resistant fabric soles""<br><br><b>Weight: </b>(1188 g 41.2 oz)<br><br>Made in China."
456,"Critical mass - Built for the two-wheeled commute, our Critical Mass overflows with possibilities. Its main compartment is padded on the back and along the contoured base to protect contents and provide structure. A removable padded computer sleeve suspends a 17"" or smaller laptop off the ground, and can be paired with the detachable external waist strap to create an independent laptop sling. The cover flap overlaps the sides of the bag to keep out rain; its pocket closes with a water-resistant zipper. External side pockets hold a cell phone, keys and power brick. With an adjustable shoulder strap, a stowable waist strap, a topside carrying handle and a reflective strip for better visibility in low light. Made from 600-denier polyester (100% recycled) with a polyurethane coating and DWR (durable water repellent) finish.<br><br><b>Details:</b><ul> <li>Main compartment has removable/modular padded computer sleeve that attaches to the removable waistbelt to create an on-the-go computer sling and free up valuable space internally; large elastic stuff pocket holds jacket or sweater</li> <li>""Padded, fully suspended computer sleeve holds 15"""" - 17"""" laptop safely above ground; internal zippered security pocket and organization for pens; outside pocket on cover flap has water-resistant zipper""</li> <li>""External side pocket for easy-access to water bottle, cell phone, keys or power brick; main shoulder strap has detachable, padded, fleece-lined electronics pocket""</li> <li>Light-colored lining makes contents easy to find; topside carrying handle; padded shoulder strap is fully adjustable</li> <li>Detachable waistbelt secures bag; stows when  not needed; flap overlaps sides to keep out rain</li> <li>Reflective strip improves visibility in low light</li> <li>""Holds 15""""- 17"""" laptop""</li></ul><br><br><b>Fabric: </b>8.4-oz 600-denier 100% all-recycled polyester. Lining: 3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent) finish<br><br><b>Weight: </b>(1070 g 37.1 oz)<br><br>Made in Vietnam."
457,"Mw hiking crew socks - Mount Mendel's Ice Nine has a long, foot-jarring approach and cold, toe-numbing belays. Count on these versatile hiking socks to keep your feet warm and dry in the full range of conditions. They feature a variable-knit, felted merino wool construction to increase cushion to the heel and toes while banishing excess heat and moisture from the arch; Looped Lintoe construction provides additional comfort. The fabric package combines the natural performance benefits and warmth of 65% merino wool (chlorine-free) with the brawn and wicking properties of 20% nylon/12% polyester/3% spandex. Height is 9.5"".<br><br><b>Details:</b><ul> <li>""Wool blend strategically knit for an ideal balance of durability, wicking performance and warmth""</li> <li>""Soft, plush merino wool footbed is chlorine-free, itch-free and maintains durability and cushioning for the lifetime of the socks""</li> <li>Looped Lintoe construction creates the smallest and flattest seam possible for toe comfort</li></ul><br><br><b>Fabric: </b>65% chlorine-free merino wool/20% nylon/12% polyester/3% spandex<br><br><b>Weight: </b>(75 g 2.6 oz)<br><br>Made in USA."
458,"Nano puff p/o - Already a cult classic with our ambassadors and testers, the Nano earns unanimous raves for versatility, surprising warmth and terrific all-around performance in a superlight, no-frills package. It's weather-resistant enough to wear as an insulated shell in a wet snowstorm, trim enough to pull on for chilly rock pitches (and still see your footholds), and warm enough for light belay parka duty on quick alpine dashes. The wind-blocking, moisture-shedding DWR (durable water repellent) finished 100% all-recycled polyester shell (1-oz 15-denier) also glides effortlessly, whether worn as an outer or midlayer. Low-bulk, hydrophobic, highly compressible PrimaLoft One (60 g) traps heat with remarkable efficiency, even when wet. The deep front zipper allows for easy ventilation. The Nano also packs down to practically nothing and stuffs into a single chest pocket that has a carabiner clip-in loop. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Versatile 60-gram PrimaLoft One polyester insulation provides excellent warmth and compressibility</li> <li>Ultralight face fabric sheds water and blocks wind</li> <li>Deep center-front zipper allows for easy ventilation</li> <li>Stuffs into a self-storage left chest pocket</li> <li>Elasticized cuff and hem seal out wind and trap warmth</li></ul><br><br><b>Fabric: </b>Shell and lining: 1-oz 15-denier 100% all-recycled polyester with a DWR (durable water repellent) finish. Insulation: 60-g PrimaLoft One polyester. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>266 g (9.4 oz)<br><br>Made in Vietnam."
459,"Araveto 1/4 zip jkt - A slim fit and zip-through stand-up collar make the Araveto 1/4-Zip Jacket the perfect midweight layering piece or stand-alone fleece sweater for a spring chill. Like its cousins the Araveto Jacket and Hoody, this ultrasoft pullover is made with 8-oz microdenier 100% polyester double-sided fleece, and trimmed out with Capilene 3 fabric at the cuffs and hem for simultaneous wicking and insulation. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>1/4-zip pullover in soft brushed polyester fleece</li> <li>Zip-through stand-up collar</li> <li>Capilene 3 trim at cuffs and hem</li></ul><br><br><b>Fabric: </b>8-oz microdenier 100% polyester double-sided fleece. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>309 g (10.9 oz)<br><br>Made in Vietnam."
460,"Araveto hooded jkt - For the deep chill of a foggy post-surf breakfast burrito run, the Araveto's soft, brushed 8-oz 100% polyester double-sided fleece fends off the shakes. The hoody keeps a wet head toasty while sturdy Capilene 3 trim in the collar, cuffs and hem wicks moisture. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Hooded full-zip jacket in soft brushed polyester fleece</li> <li>Stand-up zip-through collar lined with Capilene 3 fabric for superior wicking</li> <li>Extra neck protection built into hood</li> <li>Handwarmer pockets</li> <li>""Capilene 3 fabric trim at collar, cuffs, and hem""</li></ul><br><br><b>Fabric: </b>8-oz microdenier 100% polyester double-sided fleece. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>388 g (13.7 oz)<br><br>Made in Vietnam."
461,"Araveto jkt - A hearty day spent running the Snake at high water should be finished with a pint and good friends. The Araveto Jacket's extra soft, brushed 8-oz polyester double-sided fleece, Capilene 3 trim and handwarmer pockets fend off high-country cold, while its woolen texture, slim cut and soft hand bestow the requisite country elegance for sipping an evening stout by the fire. Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Soft brushed polyester fleece</li> <li>Zip-through stand-up collar</li> <li>Handwarmer pockets</li> <li>Capilene 3 trim at cuffs and hem</li></ul><br><br><b>Fabric: </b>8-oz microdenier 100% polyester double-sided fleece. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(377 g 13.1 oz)<br><br>Made in Vietnam."
462,"Custodian pants - reg - The graveyard shift has its advantages: quitting time = dawn patrol. Our Custodian Pants are defined by their strong work ethic. They're made from a tough but comfortable 5.2-oz organic cotton canvas, with a flat front, generous wide-entry front pockets, welted back pockets, and a zip fly with button closure. Inseams (size 32): short, 30""; regular, 32""; long, 34"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Lightweight organic cotton canvas</li> <li>Zip fly with button closure</li> <li>Flat front with offset side seams</li> <li>Generous wide-entry front pockets; welted back pockets</li> <li>""Inseam is 32""""""</li></ul><br><br><b>Fabric: </b>5.2-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(441 g 15.3 oz)<br><br>Made in Thailand."
463,"Custodian pants - short - The graveyard shift has its advantages: quitting time = dawn patrol. Our Custodian Pants are defined by their strong work ethic. They're made from a tough but comfortable 5.2-oz organic cotton canvas, with a flat front, generous wide-entry front pockets, welted back pockets, and a zip fly with button closure. Inseams (size 32): short, 30""; regular, 32""; long, 34"". Recyclable through the Common Threads Recycling Program.<br><br><b>Details:</b><ul> <li>Lightweight organic cotton canvas</li> <li>Zip fly with button closure</li> <li>Flat front with offset side seams</li> <li>Generous wide-entry front pockets; welted back pockets</li> <li>""Inseam is 30""""""</li></ul><br><br><b>Fabric: </b>5.2-oz 100% organic cotton canvas. Recyclable through the Common Threads Recycling Program<br><br><b>Weight: </b>(435 g 15.1 oz)<br><br>Made in Thailand."
464,"Daily grind - This fully padded shoulder bag keeps you moving unchallenged through the daily grind. With a minimalist design, it protects a 17"" or smaller laptop and helps you stay organized. The main pocket has a stretch-woven internal sleeve and is accessed by a simple flap with hook-and-loop closure. Two organizer pockets (one with a zippered security pocket) keep smaller gear at your fingertips, and an easy-access document sleeve holds airline tickets, reading material or a notebook. Carry it with the long, adjustable shoulder strap or top-mounted handle. Made from 150-denier all-recycled polyester double weave with a polyurethane coating and a DWR (durable water repellent) finish.<br><br><b>Details:</b><ul> <li>""Flap-accessed main compartment, with hook-and-loop closure, has stretchwoven sleeve""</li> <li>Zippered organizer pocket with internal zippered security pocket</li> <li>Zippered organizer pocket on the side of bag has detachable key chain</li> <li>Easy-access document sleeve</li> <li>""Long, adjustable shoulder strap""</li> <li>Top-mounted carry handle</li> <li>""Fully padded to protect contents; holds 17"""" laptop""</li></ul><br><br><b>Fabric: </b>7.4-oz 150-denier 100% all-recycled polyester double weave. Lining:3.3-oz 200-denier 100% polyester. Both with polyurethane coating and a DWR (durable water repellent)finish. Shoulder straps: 100% polyester 3-D spacer mesh<br><br><b>Weight: </b>(481 g 16.7 oz)<br><br>Made in Vietnam."
