ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
F00143181,3337,0,1,3,20,60,0,2,1
F00143182,3516,0,0,3,10,40,0,1,0
F00143183,3515,0,0,3,25,61,0,2,0
F00143185,3516,0,0,3,20,62,0,1,1
F00143189,3702,0,0,3,30,60,0,1,1
F00143190,3702,0,1,3,20,61,0,2,0
F00143194,4097,0,1,3,10,40,0,1,0
F00143197,150,1,1,3,10,22,0,3,0
F00143198,150,1,1,3,30,19,0,2,0
F00143200,150,1,1,3,40,8,0,2,0
F00143203,168,1,1,3,15,13,0,3,0
F00143204,168,1,1,3,20,9,0,1,0
F00143205,168,1,1,3,35,17,0,3,0
F00143206,168,1,1,3,35,19,0,3,0
F00143207,188,1,1,3,5,14,0,1,0
F00143208,188,1,1,3,10,,0,3,0
F00143209,188,1,1,3,20,17,0,1,0
F00143211,209,1,0,3,15,21,0,3,0
F00143212,209,1,1,3,30,26,0,2,0
F00143213,209,1,1,3,50,,0,2,0
F00143214,232,1,0,3,20,22,0,3,0
F00143218,232,1,1,3,50,17,0,3,0
F00143223,257,1,1,3,10,26,0,1,0
F00143227,256,1,1,3,25,19,0,3,0
F00143232,283,1,0,3,20,17,0,1,0
F00143233,283,1,0,3,30,26,0,2,0
F00143234,283,1,0,3,35,23,0,2,0
F00143235,283,1,1,3,10,28,0,3,0
F00143236,283,1,1,3,25,14,0,3,0
F00143238,283,1,1,3,30,16,0,3,0
F00143239,283,1,1,3,30,26,0,2,0
F00143240,283,1,1,3,60,26,0,1,0
F00143241,312,1,0,3,5,25,0,3,0
F00143242,311,1,0,3,10,21,0,2,0
F00143243,311,1,0,3,15,21,0,2,0
F00143244,311,1,0,3,30,7,0,2,0
F00143246,312,1,0,3,70,22,0,2,0
F00143247,312,1,1,3,5,9,0,1,0
F00143248,312,1,1,3,10,29,0,1,0
F00143250,311,1,1,3,30,,0,1,0
F00143254,342,1,0,3,30,24,0,1,0
F00143258,342,1,1,3,30,,0,1,0
F00143260,342,1,1,3,40,,0,2,0
F00143264,375,1,0,3,25,17,0,3,0
F00143265,375,1,0,3,30,8,0,2,0
F00143266,375,1,0,3,30,29,0,3,0
F00143267,375,1,0,3,40,25,0,3,0
F00143268,375,1,0,3,40,34,0,2,0
F00143270,375,1,1,3,5,7,0,2,0
F00143271,375,1,1,3,10,17,0,2,0
F00143272,375,1,1,3,10,20,0,2,0
F00143273,375,1,1,3,15,31,0,2,0
F00143274,375,1,1,3,40,,0,3,0
F00143275,375,1,1,3,50,33,0,2,0
F00143279,410,1,0,3,15,31,0,2,0
F00143280,410,1,0,3,20,,0,1,0
F00143281,410,1,0,3,25,19,0,2,0
F00143283,410,1,0,3,60,27,0,1,0
F00143285,410,1,1,3,5,34,0,1,0
F00143287,410,1,1,3,30,21,0,3,0
F00143289,448,1,0,3,15,14,0,2,0
F00143292,448,1,0,3,40,29,0,3,1
F00143293,448,1,1,3,5,6,0,1,0
F00143294,448,1,1,3,10,,0,3,0
F00143295,448,1,1,3,10,28,0,2,0
F00143296,448,1,1,3,15,26,0,2,0
F00143297,448,1,1,3,20,6,0,1,0
F00143300,448,1,1,3,30,23,0,3,0
F00143301,448,1,1,3,40,28,0,1,0
F00143303,448,1,1,3,80,36,0,1,0
F00143305,488,1,0,3,25,25,0,2,0
F00143306,489,1,0,3,35,30,0,1,0
F00143307,488,1,0,3,20,29,0,3,1
F00143308,488,1,1,3,10,10,0,1,0
F00143309,488,1,1,3,30,28,0,1,0
F00143310,488,1,1,3,40,,0,1,0
F00143312,488,1,1,3,30,35,0,1,1
F00143314,531,1,0,3,10,10,0,1,0
F00143315,531,1,0,3,15,6,0,3,0
F00143322,531,1,0,3,35,34,0,3,0
F00143323,531,1,0,3,20,25,0,1,1
F00143326,531,1,1,3,30,,0,2,0
F00143327,531,1,1,3,45,30,0,1,0
F00143329,531,1,1,3,60,27,0,3,2
F00143330,577,1,0,3,10,11,0,2,0
F00143332,577,1,0,3,20,28,0,2,0
F00143336,577,1,1,3,20,19,0,3,0
F00143338,577,1,1,3,30,27,0,2,1
F00143340,625,1,0,3,5,38,0,2,0
F00143342,625,1,0,3,15,35,0,2,0
F00143343,625,1,0,3,25,25,0,2,0
F00143344,625,1,0,3,35,30,0,2,0
F00143345,625,1,0,3,40,,0,2,0
F00143346,625,1,0,3,40,24,0,2,0
F00143347,625,1,0,3,40,29,0,1,0
F00143348,625,1,0,3,60,,0,3,0
F00143354,626,1,1,3,10,34,0,2,0
F00143356,625,1,1,3,15,,0,3,0
F00143357,625,1,1,3,15,12,0,3,0
F00143361,625,1,1,3,20,38,0,1,0
F00143364,625,1,1,3,50,29,0,1,0
F00143365,625,1,1,3,20,30,0,1,1
F00143368,677,1,0,3,35,32,0,3,0
F00143369,677,1,0,3,50,32,0,2,0
F00143370,677,1,0,3,50,35,0,1,0
F00143371,677,1,0,3,40,,0,2,1
F00143372,677,1,0,3,10,25,0,3,1
F00143374,677,1,1,3,10,29,0,3,0
F00143375,677,1,1,3,15,16,0,2,0
F00143376,677,1,1,3,15,34,0,2,0
F00143378,677,1,1,3,20,24,0,2,0
F00143381,677,1,1,3,45,37,0,2,0
F00143382,677,1,1,3,30,5,0,2,1
F00143383,677,1,1,3,20,,0,2,2
F00143386,732,1,0,3,15,24,0,1,0
F00143388,732,1,0,3,20,27,0,1,0
F00143390,732,1,0,3,30,19,0,2,0
F00143392,731,1,0,3,20,34,0,2,1
F00143393,732,1,0,3,20,38,0,2,1
F00143394,731,1,0,3,20,36,0,3,1
F00143397,732,1,1,3,30,40,0,2,0
F00143399,789,1,0,3,5,15,0,3,0
F00143400,789,1,0,3,5,38,0,2,0
F00143401,790,1,0,3,10,31,0,1,0
F00143402,789,1,0,3,20,,0,2,0
F00143403,789,1,0,3,20,35,0,2,0
F00143404,789,1,0,3,20,36,0,3,0
F00143406,789,1,0,3,40,28,0,2,0
F00143408,789,1,1,3,5,19,0,2,0
F00143409,789,1,1,3,5,27,0,2,0
F00143410,789,1,1,3,15,33,0,2,0
F00143411,789,1,1,3,20,41,0,1,0
F00143412,790,1,1,3,25,37,0,1,0
F00143414,790,1,1,3,35,37,0,1,0
F00143415,790,1,1,3,40,38,0,3,0
F00143416,851,1,0,3,5,22,0,3,0
F00143417,851,1,0,3,5,31,0,2,0
F00143419,851,1,0,3,10,7,0,1,0
F00143420,851,1,0,3,10,15,0,2,0
F00143424,851,1,0,3,20,46,0,1,0
F00143425,850,1,0,3,25,37,0,1,0
F00143430,851,1,1,3,30,20,0,1,0
F00143432,850,1,1,3,40,32,0,3,1
F00143433,851,1,1,3,40,34,0,2,1
F00143435,915,1,0,3,5,37,0,1,0
F00143437,915,1,0,3,15,32,0,1,0
F00143441,915,1,0,3,50,37,0,2,0
F00143442,916,1,0,3,60,33,0,2,0
F00143444,915,1,0,3,20,40,0,2,1
F00143448,915,1,1,3,25,35,0,3,0
F00143449,916,1,1,3,35,29,0,1,0
F00143450,915,1,1,3,45,34,0,1,0
F00143453,984,1,0,3,10,32,0,3,0
F00143454,984,1,0,3,20,41,0,3,0
F00143455,984,1,0,3,35,42,0,2,0
F00143456,984,1,0,3,40,44,0,2,0
F00143458,984,1,0,3,30,36,0,3,2
F00143459,984,1,1,3,5,37,0,1,0
F00143462,984,1,1,3,30,43,0,2,0
F00143463,984,1,1,3,45,26,0,2,0
F00143465,984,1,1,3,10,31,0,2,1
F00143467,984,1,1,3,10,,0,3,2
F00143469,1056,1,0,3,10,,0,2,0
F00143471,1056,1,0,3,20,22,0,1,0
F00143472,1056,1,0,3,20,27,0,2,0
F00143473,1056,1,0,3,20,43,0,1,0
F00143474,1056,1,0,3,30,22,0,3,0
F00143475,1056,1,0,3,35,39,0,2,0
F00143476,1056,1,0,3,50,22,0,1,0
F00143477,1056,1,0,3,15,34,0,1,1
F00143478,1056,1,0,3,5,39,0,1,2
F00143479,1056,1,1,3,5,37,0,3,0
F00143480,1056,1,1,3,10,13,0,2,0
F00143481,1056,1,1,3,10,20,0,1,0
F00143482,1056,1,1,3,10,22,0,2,0
F00143483,1056,1,1,3,15,22,0,2,0
F00143486,1056,1,1,3,30,38,0,2,0
F00143487,1056,1,1,3,35,38,0,2,0
F00143489,1056,1,1,3,50,38,0,3,0
F00143490,1056,1,1,3,20,,0,2,1
F00143491,1056,1,1,3,10,43,0,3,2
F00143492,1056,1,1,3,20,29,0,2,2
F00143493,1056,1,1,3,40,39,0,2,2
F00143495,1132,1,0,3,5,35,0,1,0
F00143497,1132,1,0,3,15,34,0,2,0
F00143500,1132,1,1,3,5,31,0,3,0
F00143501,1132,1,1,3,10,,0,2,0
F00143502,1132,1,1,3,35,30,0,2,0
F00143504,1132,1,1,3,20,38,0,1,1
F00143505,1132,1,1,3,20,,0,3,1
F00143507,1212,1,0,3,5,16,0,2,0
F00143510,1212,1,0,3,25,35,0,3,0
F00143511,1212,1,0,3,60,34,0,2,0
F00143513,1212,1,0,3,15,40,0,2,1
F00143514,1212,1,1,3,15,29,0,1,0
F00143515,1212,1,1,3,15,40,0,2,0
F00143516,1212,1,1,3,15,,0,3,0
F00143517,1212,1,1,3,40,,0,3,1
F00143518,1212,1,1,3,5,40,0,1,1
F00143520,1212,1,1,3,20,37,0,1,1
F00143521,1296,1,0,3,5,37,0,3,0
F00143523,1296,1,0,3,15,42,0,1,0
F00143525,1296,1,0,3,40,,0,2,0
F00143526,1296,1,0,3,60,,0,1,0
F00143527,1296,1,0,3,20,30,0,3,1
F00143528,1296,1,0,3,25,42,0,2,1
F00143529,1296,1,0,3,10,,0,2,1
F00143530,1297,1,1,3,10,45,0,1,0
F00143531,1296,1,1,3,20,22,0,2,0
F00143533,1296,1,1,3,25,38,0,2,0
F00143534,1296,1,1,3,60,45,0,2,0
F00143535,1297,1,1,3,20,39,0,1,1
F00143537,1296,1,1,3,20,42,0,1,1
F00143539,1385,1,0,3,5,30,0,3,0
F00143540,1385,1,0,3,10,40,0,2,0
F00143542,1385,1,0,3,30,13,0,1,0
F00143544,1385,1,0,3,35,24,0,3,0
F00143546,1385,1,0,3,10,31,0,3,1
F00143547,1385,1,0,3,40,50,0,1,2
F00143548,1385,1,1,3,10,25,0,2,0
F00143551,1385,1,1,3,20,44,0,3,0
F00143553,1385,1,1,3,20,43,0,2,1
F00143554,1385,1,1,3,10,35,0,3,1
F00143555,1385,1,1,3,30,41,0,3,2
F00143556,1478,1,0,3,20,28,0,2,0
F00143558,1478,1,0,3,30,37,0,3,0
F00143559,1478,1,0,3,40,28,0,1,0
F00143560,1478,1,0,3,30,,0,2,1
F00143561,1478,1,0,3,15,20,0,3,1
F00143564,1478,1,0,3,20,40,0,3,1
F00143565,1478,1,1,3,5,13,0,1,0
F00143566,1478,1,1,3,10,12,0,2,0
F00143567,1478,1,1,3,10,50,0,1,0
F00143568,1478,1,1,3,15,,0,1,0
F00143569,1478,1,1,3,20,14,0,2,0
F00143570,1478,1,1,3,25,30,0,2,0
F00143571,1478,1,1,3,40,38,0,2,0
F00143572,1478,1,1,3,40,41,0,2,0
F00143574,1478,1,1,3,20,40,0,2,1
F00143575,1576,1,0,3,5,40,0,2,0
F00143577,1576,1,0,3,15,40,0,2,0
F00143578,1576,1,0,3,20,29,0,2,0
F00143579,1576,1,0,3,20,43,0,3,0
F00143584,1575,1,0,3,30,42,0,2,1
F00143585,1576,1,0,3,30,46,0,2,2
F00143593,1576,1,1,3,20,45,0,1,2
F00143594,1576,1,1,3,25,45,0,2,2
F00143595,1678,1,0,3,5,35,0,2,0
F00143596,1678,1,0,3,10,41,0,2,0
F00143598,1678,1,0,3,20,54,0,2,0
F00143600,1678,1,0,3,70,,0,1,0
F00143603,1678,1,0,3,20,35,0,2,1
F00143604,1678,1,0,3,40,,0,2,1
F00143605,1678,1,1,3,10,54,0,2,0
F00143606,1678,1,1,3,20,48,0,3,0
F00143607,1678,1,1,3,30,38,0,2,0
F00143610,1678,1,1,3,20,50,0,2,2
F00143611,1678,1,1,3,15,38,0,2,2
F00143612,1678,1,1,3,40,46,0,1,2
F00143613,1785,1,0,3,20,34,0,2,0
F00143618,1785,1,0,3,40,34,0,2,0
F00143619,1785,1,0,3,40,45,0,2,0
F00143620,1785,1,0,3,15,45,0,2,1
F00143622,1785,1,0,3,20,40,0,1,1
F00143623,1785,1,0,3,20,50,0,3,1
F00143624,1786,1,0,3,20,50,0,2,2
F00143625,1785,1,1,3,10,30,0,2,0
F00143627,1786,1,1,3,20,40,0,2,0
F00143630,1785,1,1,3,20,39,0,1,1
F00143631,1785,1,1,3,20,47,0,3,1
F00143632,1898,1,0,3,15,21,0,1,0
F00143633,1898,1,0,3,40,28,0,2,0
F00143635,1898,1,0,3,20,40,0,2,1
F00143637,1898,1,1,3,5,48,0,3,0
F00143638,1898,1,1,3,10,31,0,2,0
F00143640,1898,1,1,3,10,41,0,2,0
F00143641,1898,1,1,3,10,,0,2,0
F00143643,1898,1,1,3,20,,0,1,0
F00143644,1898,1,1,3,20,47,0,1,0
F00143645,1898,1,1,3,40,30,0,2,0
F00143647,1898,1,1,3,60,52,0,2,0
F00143649,1898,1,1,3,10,19,0,2,1
F00143650,1898,1,1,3,20,30,0,1,1
F00143651,2016,1,0,3,10,39,0,1,0
F00143653,2015,1,0,3,10,48,0,1,0
F00143654,2015,1,0,3,20,24,0,1,0
F00143655,2016,1,0,3,20,33,0,2,0
F00143656,2015,1,0,3,20,49,0,1,0
F00143658,2015,1,0,3,40,,0,2,0
F00143659,2015,1,0,3,40,53,0,2,0
F00143661,2016,1,0,3,10,50,0,3,2
F00143662,2015,1,0,3,20,50,0,2,2
F00143664,2015,1,1,3,15,22,0,3,0
F00143666,2015,1,1,3,20,37,0,3,1
F00143667,2016,1,1,3,25,50,0,3,2
F00143669,2139,1,0,3,5,31,0,2,0
F00143670,2138,1,0,3,10,37,0,1,0
F00143672,2139,1,0,3,20,23,0,2,0
F00143675,2138,1,0,3,15,25,0,2,1
F00143676,2139,1,0,3,10,,0,2,1
F00143680,2138,1,1,3,10,42,0,2,0
F00143682,2138,1,1,3,20,,0,1,0
F00143683,2139,1,1,3,20,46,0,2,0
F00143684,2138,1,1,3,20,58,0,1,0
F00143687,2267,1,0,3,20,50,0,1,0
F00143689,2267,1,0,3,30,51,0,2,0
F00143690,2267,1,0,3,10,55,0,1,1
F00143691,2267,1,0,3,20,,0,2,1
F00143696,2267,1,1,3,40,52,0,3,0
F00143698,2267,1,1,3,60,51,0,1,0
F00143700,2401,1,0,3,20,53,0,1,0
F00143701,2401,1,0,3,25,,0,2,0
F00143703,2401,1,0,3,40,49,0,2,0
F00143705,2402,1,1,3,15,42,0,2,0
F00143706,2401,1,1,3,15,,0,2,0
F00143707,2401,1,1,3,20,50,0,2,0
F00143708,2401,1,1,3,20,55,0,2,1
F00143709,2402,1,1,3,30,53,0,2,1
F00143710,2402,1,1,3,40,50,0,2,1
F00143712,2542,1,0,3,40,,0,3,0
F00143713,2541,1,0,3,40,51,0,1,0
F00143714,2542,1,0,3,15,50,0,2,1
F00143716,2542,1,1,3,25,50,0,2,0
F00143720,2542,1,1,3,20,50,0,3,2
F00143721,2688,1,0,3,15,56,0,2,1
F00143723,2688,1,1,3,15,55,0,2,0
F00143724,2688,1,1,3,30,56,0,2,0
F00143725,2840,1,0,3,10,38,0,1,0
F00143726,2840,1,0,3,10,50,0,1,0
F00143727,2840,1,0,3,10,53,0,1,0
F00143728,2840,1,0,3,20,35,0,1,0
F00143729,2840,1,0,3,20,40,0,2,0
F00143730,2840,1,0,3,20,43,0,3,0
F00143731,2840,1,0,3,10,52,0,2,1
F00143732,2840,1,0,3,20,55,0,2,1
F00143733,2840,1,1,3,20,45,0,1,0
F00143734,2840,1,1,3,30,49,0,3,0
F00143735,2999,1,0,3,5,58,0,2,0
F00143739,2999,1,0,3,20,40,0,2,1
F00143740,2999,1,1,3,30,50,0,3,0
F00143741,2999,1,1,3,10,52,0,1,0
F00143743,2999,1,1,3,15,48,0,2,1
F00143744,2999,1,1,3,10,,0,3,1
F00143745,3165,1,0,3,20,30,0,3,0
F00143746,3164,1,0,3,20,45,0,2,0
F00143747,3164,1,0,3,20,50,0,1,1
F00143748,3164,1,1,3,5,50,0,3,0
F00143750,3336,1,0,3,10,36,0,2,1
F00143751,3337,1,1,3,10,26,0,2,0
F00143752,3337,1,1,3,20,40,0,1,0
F00143753,3337,1,1,3,5,40,0,1,1
F00143754,3337,1,1,3,10,46,0,2,1
F00143756,3516,1,0,3,20,40,0,3,0
F00143757,3515,1,0,3,25,52,0,1,0
F00143760,3702,1,0,3,10,28,0,3,0
F00143761,3702,1,0,3,10,47,0,3,0
F00143763,3702,1,1,3,40,52,0,3,0
F00143764,3702,1,1,3,10,60,0,1,1
F00143765,3895,1,0,3,10,44,0,2,0
F00143766,3895,1,0,3,10,30,0,2,2
F00143768,3896,1,1,3,15,61,0,1,0
F00143770,3895,1,1,3,10,41,0,2,1
F00143771,4097,1,0,3,15,40,0,1,0
F00143772,4096,1,0,3,20,,0,1,1
F00143773,4096,1,1,3,10,35,0,2,1
F00143774,168,0,0,2,30,17,3,3,0
F00143776,188,0,0,2,15,18,2,2,0
F00143778,209,0,0,2,10,17,3,2,0
F00143782,232,0,0,2,40,18,4,1,0
F00143783,232,0,0,2,40,18,9,2,0
F00143784,231,0,0,2,40,19,6,1,0
F00143785,257,0,0,2,10,11,0,3,0
F00143787,256,0,0,2,40,18,8,2,0
F00143790,312,0,0,2,30,,7,3,0
F00143791,312,0,0,2,40,19,10,2,0
F00143793,342,0,0,2,40,15,13,2,0
F00143794,375,0,0,2,20,17,11,2,0
F00143796,375,0,0,2,30,21,10,2,0
F00143798,375,0,0,2,60,28,2,1,0
F00143802,410,0,0,2,30,13,14,1,0
F00143804,410,0,0,2,30,17,13,3,0
F00143808,410,0,0,2,60,21,4,3,0
F00143809,411,0,0,2,20,12,14,2,1
F00143812,448,0,0,2,10,23,6,1,0
F00143816,448,0,0,2,20,16,16,2,0
F00143817,448,0,0,2,20,21,12,1,0
F00143818,448,0,0,2,20,24,6,3,0
F00143819,448,0,0,2,20,,0,3,0
F00143823,448,0,0,2,30,22,4,2,0
F00143824,448,0,0,2,30,25,6,2,0
F00143825,448,0,0,2,40,30,1,2,0
F00143827,448,0,0,2,80,29,3,2,0
F00143828,488,0,0,2,10,15,12,2,0
F00143829,488,0,0,2,10,23,2,3,0
F00143830,488,0,0,2,10,25,1,2,0
F00143831,488,0,0,2,15,10,17,2,0
F00143833,488,0,0,2,20,13,15,2,0
F00143834,488,0,0,2,20,15,7,2,0
F00143835,488,0,0,2,20,16,13,2,0
F00143836,488,0,0,2,20,20,7,1,0
F00143837,488,0,0,2,20,21,2,3,0
F00143838,488,0,0,2,20,23,9,2,0
F00143840,488,0,0,2,25,30,2,1,0
F00143841,488,0,0,2,30,26,1,2,0
F00143844,488,0,0,2,40,26,9,1,0
F00143845,488,0,0,2,40,27,4,3,0
F00143846,489,0,0,2,40,28,4,2,0
F00143848,488,0,0,2,50,18,9,1,0
F00143851,531,0,0,2,20,17,17,2,0
F00143853,531,0,0,2,10,11,17,1,0
F00143854,531,0,0,2,10,20,13,2,0
F00143856,531,0,0,2,20,,12,3,0
F00143859,531,0,0,2,25,21,13,3,0
F00143860,531,0,0,2,25,25,7,2,0
F00143861,531,0,0,2,25,30,6,3,0
F00143862,531,0,0,2,30,14,15,2,0
F00143863,531,0,0,2,40,17,14,2,0
F00143865,531,0,0,2,40,20,10,1,0
F00143866,531,0,0,2,40,27,8,2,0
F00143867,531,0,0,2,45,25,2,2,0
F00143868,531,0,0,2,50,16,16,3,0
F00143869,531,0,0,2,70,32,3,3,0
F00143870,577,0,0,2,5,12,17,1,0
F00143872,577,0,0,2,10,20,5,2,0
F00143873,577,0,0,2,20,5,19,1,0
F00143874,577,0,0,2,20,,15,2,0
F00143877,577,0,0,2,20,18,13,1,0
F00143878,577,0,0,2,20,19,9,2,0
F00143880,577,0,0,2,20,30,6,1,0
F00143881,577,0,0,2,30,16,12,2,0
F00143888,577,0,0,2,40,22,19,2,0
F00143889,577,0,0,2,40,24,7,1,0
F00143893,577,0,0,2,50,20,13,1,0
F00143894,577,0,0,2,70,18,15,2,0
F00143895,626,0,0,2,5,14,20,1,0
F00143898,625,0,0,2,10,27,10,2,0
F00143901,625,0,0,2,15,12,20,2,0
F00143903,625,0,0,2,15,14,16,3,0
F00143906,626,0,0,2,15,29,6,1,0
F00143908,626,0,0,2,20,25,14,1,0
F00143910,625,0,0,2,20,31,5,3,0
F00143915,626,0,0,2,40,,7,2,0
F00143916,625,0,0,2,60,28,9,1,0
F00143920,626,0,0,2,20,,2,2,1
F00143921,677,0,0,2,10,27,1,1,0
F00143922,677,0,0,2,15,12,21,1,0
F00143923,677,0,0,2,15,13,19,2,0
F00143925,677,0,0,2,20,13,17,1,0
F00143928,677,0,0,2,20,25,9,3,0
F00143931,677,0,0,2,20,36,1,3,0
F00143932,677,0,0,2,20,37,4,3,0
F00143933,677,0,0,2,25,27,6,2,0
F00143934,677,0,0,2,25,29,2,3,0
F00143935,677,0,0,2,30,22,4,2,0
F00143936,677,0,0,2,30,31,2,1,0
F00143937,677,0,0,2,35,25,7,2,0
F00143938,677,0,0,2,40,13,18,2,0
F00143940,677,0,0,2,40,20,14,2,0
F00143941,677,0,0,2,40,25,12,2,0
F00143942,677,0,0,2,40,33,5,2,0
F00143944,677,0,0,2,50,28,7,3,0
F00143945,677,0,0,2,20,26,13,1,1
F00143949,732,0,0,2,5,37,1,2,0
F00143952,731,0,0,2,10,15,7,2,0
F00143953,732,0,0,2,10,19,18,3,0
F00143955,731,0,0,2,15,24,10,2,0
F00143957,732,0,0,2,15,27,7,3,0
F00143960,731,0,0,2,20,13,21,3,0
F00143962,731,0,0,2,20,16,20,2,0
F00143963,732,0,0,2,20,19,12,2,0
F00143964,731,0,0,2,20,26,4,1,0
F00143965,731,0,0,2,20,26,10,1,0
F00143966,732,0,0,2,20,27,12,3,0
F00143967,731,0,0,2,20,32,5,1,0
F00143969,732,0,0,2,20,34,4,2,0
F00143970,732,0,0,2,30,14,20,2,0
F00143971,731,0,0,2,30,25,5,1,0
F00143972,732,0,0,2,30,30,4,3,0
F00143973,731,0,0,2,30,34,0,1,0
F00143974,732,0,0,2,30,36,2,2,0
F00143975,731,0,0,2,40,11,22,2,0
F00143977,732,0,0,2,40,19,14,1,0
F00143979,731,0,0,2,45,34,3,2,0
F00143980,731,0,0,2,50,30,8,1,0
F00143981,732,0,0,2,60,19,19,2,0
F00143982,731,0,0,2,60,26,11,2,0
F00143984,732,0,0,2,60,35,1,1,0
F00143986,731,0,0,2,80,34,1,2,0
F00143988,732,0,0,2,40,12,20,3,1
F00143989,731,0,0,2,30,34,4,2,1
F00143990,732,0,0,2,60,36,2,1,1
F00143992,790,0,0,2,10,,10,2,0
F00143993,790,0,0,2,10,25,8,1,0
F00143994,789,0,0,2,10,29,1,1,0
F00143996,789,0,0,2,15,12,23,1,0
F00143999,790,0,0,2,15,,14,1,0
F00144000,790,0,0,2,15,28,10,1,0
F00144002,789,0,0,2,20,19,12,1,0
F00144010,789,0,0,2,30,14,23,1,0
F00144011,790,0,0,2,30,18,17,2,0
F00144012,789,0,0,2,30,29,10,2,0
F00144013,790,0,0,2,30,31,4,2,0
F00144014,790,0,0,2,30,32,3,1,0
F00144015,790,0,0,2,30,34,3,1,0
F00144016,789,0,0,2,40,,18,2,0
F00144017,789,0,0,2,40,24,11,1,0
F00144018,789,0,0,2,40,26,10,2,0
F00144019,790,0,0,2,40,30,10,1,0
F00144026,789,0,0,2,60,,15,2,0
F00144033,851,0,0,2,15,17,19,2,0
F00144035,851,0,0,2,20,10,20,2,0
F00144038,850,0,0,2,20,30,12,2,0
F00144039,851,0,0,2,25,,15,3,0
F00144040,851,0,0,2,25,22,4,1,0
F00144044,851,0,0,2,30,20,9,2,0
F00144045,851,0,0,2,30,22,13,2,0
F00144046,851,0,0,2,30,28,10,2,0
F00144047,851,0,0,2,30,36,2,3,0
F00144048,851,0,0,2,30,36,4,2,0
F00144049,851,0,0,2,35,24,16,3,0
F00144052,851,0,0,2,40,19,19,2,0
F00144053,850,0,0,2,40,39,1,2,0
F00144054,851,0,0,2,40,39,3,2,0
F00144059,851,0,0,2,60,,3,1,0
F00144064,915,0,0,2,5,15,1,3,0
F00144065,915,0,0,2,5,32,3,2,0
F00144066,916,0,0,2,15,17,20,2,0
F00144067,915,0,0,2,15,34,2,1,0
F00144068,915,0,0,2,20,36,0,2,0
F00144069,916,0,0,2,20,37,5,2,0
F00144070,916,0,0,2,25,37,3,2,0
F00144071,915,0,0,2,30,,25,1,0
F00144073,916,0,0,2,30,20,20,3,0
F00144075,915,0,0,2,30,,6,1,0
F00144076,915,0,0,2,40,20,15,2,0
F00144081,916,0,0,2,50,19,18,1,0
F00144082,916,0,0,2,50,,7,2,0
F00144085,915,0,0,2,60,,14,3,0
F00144088,915,0,0,2,40,,5,1,1
F00144089,915,0,0,2,20,25,12,2,1
F00144092,915,0,0,2,40,36,4,1,1
F00144094,984,0,0,2,10,10,24,2,0
F00144095,984,0,0,2,10,14,21,2,0
F00144096,984,0,0,2,10,22,16,2,0
F00144098,984,0,0,2,10,26,14,3,0
F00144100,984,0,0,2,15,15,24,1,0
F00144101,984,0,0,2,15,31,16,1,0
F00144109,984,0,0,2,20,31,9,1,0
F00144110,984,0,0,2,20,34,5,1,0
F00144112,984,0,0,2,25,7,25,1,0
F00144117,984,0,0,2,40,,25,2,0
F00144119,984,0,0,2,40,28,1,1,0
F00144120,984,0,0,2,40,31,8,3,0
F00144121,984,0,0,2,40,31,11,3,0
F00144124,984,0,0,2,50,29,12,3,0
F00144125,984,0,0,2,60,22,16,2,0
F00144126,984,0,0,2,60,27,5,2,0
F00144128,984,0,0,2,60,,5,2,0
F00144132,984,0,0,2,40,18,26,3,2
F00144134,1056,0,0,2,10,,2,2,0
F00144135,1056,0,0,2,15,,27,2,0
F00144137,1056,0,0,2,15,34,8,1,0
F00144138,1056,0,0,2,20,8,26,2,0
F00144141,1056,0,0,2,20,20,25,1,0
F00144142,1056,0,0,2,20,23,14,3,0
F00144144,1056,0,0,2,20,25,21,2,0
F00144145,1056,0,0,2,20,26,13,3,0
F00144146,1056,0,0,2,20,28,2,2,0
F00144152,1056,0,0,2,25,30,12,2,0
F00144153,1056,0,0,2,30,19,17,2,0
F00144155,1056,0,0,2,30,,1,1,0
F00144162,1056,0,0,2,40,28,9,2,0
F00144163,1056,0,0,2,40,30,9,2,0
F00144164,1056,0,0,2,40,,10,3,0
F00144165,1056,0,0,2,50,43,2,2,0
F00144166,1056,0,0,2,60,,10,1,0
F00144167,1056,0,0,2,30,28,9,2,1
F00144168,1056,0,0,2,30,32,5,3,1
F00144169,1056,0,0,2,20,,15,1,1
F00144171,1056,0,0,2,25,21,18,2,1
F00144174,1132,0,0,2,20,18,20,2,0
F00144175,1132,0,0,2,20,25,14,2,0
F00144176,1132,0,0,2,20,25,15,3,0
F00144178,1132,0,0,2,20,,18,3,0
F00144180,1132,0,0,2,20,34,9,1,0
F00144182,1132,0,0,2,25,,22,1,0
F00144183,1132,0,0,2,25,40,1,1,0
F00144184,1132,0,0,2,25,41,1,1,0
F00144186,1132,0,0,2,30,35,6,3,0
F00144187,1132,0,0,2,30,40,1,2,0
F00144189,1132,0,0,2,40,19,19,1,0
F00144191,1132,0,0,2,40,20,13,1,0
F00144192,1132,0,0,2,40,34,7,2,0
F00144193,1132,0,0,2,40,45,1,2,0
F00144194,1132,0,0,2,50,24,14,2,0
F00144195,1132,0,0,2,50,31,8,1,0
F00144196,1132,0,0,2,50,34,12,3,0
